Id,Suburb,Value,Date,NumberOfBedrooms,Type
4952,Bronte,847,18/11/2023,4,house
4953,South Coogee,569,04/03/2024,1,unit
4954,Queenscliff,1014,11/01/2024,3,unit
4955,Oatley,1182,18/02/2024,5,unit
4956,Kyeemagh,1147,20/12/2023,1,house
4957,Huntleys Point,1447,07/10/2024,4,house
4958,Casula,1344,30/01/2023,4,unit
4959,Menangle Park,1204,18/01/2023,5,house
4960,Chipping Norton,2041,25/12/2023,2,house
4961,Brookvale,1030,12/10/2023,3,unit
4962,Earlwood,1212,01/07/2024,2,house
4963,Narwee,782,04/05/2024,4,unit
4964,Royal National Park,1963,08/04/2023,4,house
4965,Warriewood,969,10/03/2023,3,unit
4966,Willoughby,1396,11/07/2023,2,unit
4967,Hurlstone Park,1281,25/08/2023,3,unit
4968,Marayong,1344,15/03/2023,3,house
4969,Kearns,1705,31/03/2023,5,house
4970,Kyle Bay,1377,10/06/2023,3,house
4971,St Johns Park,1220,10/07/2024,1,unit
4972,Norwest,648,07/06/2023,4,unit
4973,Rossmore,752,08/08/2023,5,unit
4974,Middle Dural,1321,25/07/2024,5,unit
4975,Werrington,1234,03/09/2024,2,unit
4976,Ashbury,833,14/08/2023,2,unit
4977,Berowra,719,16/02/2024,4,unit
4978,Hebersham,1137,06/09/2023,2,unit
4979,Cattai,1564,20/02/2023,3,house
4980,St Johns Park,1241,25/09/2024,1,unit
4981,Bidwill,931,16/01/2024,2,house
4982,Yowie Bay,1026,10/10/2024,5,unit
4983,Neutral Bay,1371,03/06/2024,3,unit
4984,Potts Hill,2095,25/04/2023,3,house
4985,East Killara,1528,26/02/2023,4,house
4986,Duffys Forest,2181,14/01/2023,2,house
4987,Ramsgate,593,29/04/2023,4,unit
4988,Mount Vernon,1231,06/04/2024,2,unit
4989,Church Point,1005,01/02/2024,5,unit
4990,Hillsdale,1669,30/03/2024,3,house
4991,Annangrove,1125,18/07/2024,4,unit
4992,Earlwood,732,03/08/2024,3,unit
4993,Girraween,978,24/01/2023,1,unit
4994,Lakemba,1735,06/02/2023,2,house
4995,Waverley,592,27/02/2024,3,unit
4996,Pagewood,1439,01/03/2023,1,unit
4997,Macquarie Fields,863,22/03/2024,2,unit
4998,Petersham,1490,21/10/2023,5,unit
4999,North Epping,1786,10/08/2024,2,house
5000,Ambarvale,2148,03/04/2023,1,house
5001,Beecroft,782,25/04/2023,3,unit
5002,Pitt Town,2149,08/03/2023,2,house
5003,Daceyville,1287,23/02/2023,3,house
5004,Berala,669,19/09/2023,3,unit
5005,Schofields,1846,19/02/2024,1,house
5006,Casula,1333,26/07/2024,1,house
5007,Clontarf,1588,13/04/2024,3,house
5008,Winston Hills,869,04/01/2024,1,unit
5009,North Narrabeen,1744,06/04/2024,4,house
5010,Ashbury,1771,18/09/2023,3,house
5011,Greenwich,617,24/04/2023,2,unit
5012,Gilead,977,15/12/2023,4,unit
5013,Strathfield,1986,11/11/2023,5,house
5014,Jannali,1313,23/10/2024,4,unit
5015,Fairlight,1136,01/07/2023,2,unit
5016,Wallacia,1393,02/04/2023,1,unit
5017,Windsor Downs,1749,08/11/2023,4,house
5018,Chatswood West,726,15/04/2024,4,unit
5019,Revesby,1201,27/06/2023,1,house
5020,Elizabeth Hills,1354,10/03/2024,5,unit
5021,McMahons Point,870,14/02/2024,2,house
5022,Busby,958,18/05/2024,1,house
5023,Chipping Norton,1232,26/09/2023,2,unit
5024,Lurnea,1482,24/05/2024,2,house
5025,Rosebery,891,25/01/2023,2,house
5026,Lane Cove North,1091,16/05/2024,5,unit
5027,Ingleside,984,26/07/2024,5,house
5028,Dharruk,1445,16/09/2023,3,unit
5029,Dover Heights,1197,24/05/2023,3,unit
5030,Clareville,1065,20/06/2023,1,house
5031,Kangaroo Point,2016,10/11/2023,3,house
5032,Bondi Junction,975,18/03/2024,4,unit
5033,Darling Point,835,30/09/2023,1,unit
5034,Currawong Beach,1486,12/07/2024,3,house
5035,Elderslie,771,16/04/2023,2,unit
5036,Westleigh,1068,08/07/2023,3,unit
5037,Windsor,973,09/07/2023,3,house
5038,Duffys Forest,1087,01/07/2023,2,unit
5039,Georges Hall,617,15/04/2023,3,unit
5040,North Balgowlah,1089,30/06/2023,5,house
5041,Bellevue Hill,738,13/01/2023,2,unit
5042,Horsley Park,2017,12/10/2023,5,house
5043,Hunters Hill,1323,29/05/2023,5,house
5044,Middleton Grange,1399,14/10/2024,3,unit
5045,Panania,2212,02/06/2024,4,house
5046,Darling Point,1384,10/05/2024,2,unit
5047,Riverstone,1141,22/08/2023,5,unit
5048,Vaucluse,906,22/08/2023,4,unit
5049,Mortdale,916,31/10/2023,4,unit
5050,Kingsford,539,30/09/2023,4,unit
5051,Gymea Bay,769,07/08/2023,1,house
5052,Church Point,787,14/08/2023,1,unit
5053,Bardia,668,10/07/2023,5,unit
5054,Huntingwood,1141,12/09/2023,2,unit
5055,Newington,915,07/12/2023,2,house
5056,Newington,1089,31/01/2024,5,unit
5057,Bow Bowing,1187,12/05/2023,1,unit
5058,Sans Souci,754,18/01/2024,3,unit
5059,Duffys Forest,1042,16/05/2024,3,house
5060,Glen Alpine,1750,22/08/2024,3,house
5061,Kemps Creek,518,28/05/2023,1,unit
5062,Northwood,679,16/12/2023,4,unit
5063,Greendale,670,22/11/2023,4,unit
5064,The Ponds,2190,27/02/2024,2,house
5065,Gordon,685,15/09/2023,2,unit
5066,Newtown,887,21/07/2023,4,unit
5067,Cambridge Gardens,1323,09/10/2023,2,unit
5068,Kareela,1048,09/08/2023,4,house
5069,Rodd Point,928,14/02/2024,3,house
5070,Erskineville,1570,27/06/2023,2,house
5071,Yagoona,1407,12/05/2024,2,unit
5072,Great Mackerel Beach,790,28/09/2023,4,unit
5073,St Peters,667,22/09/2023,3,unit
5074,Willoughby East,727,01/01/2024,2,unit
5075,Wahroonga,752,27/01/2024,2,unit
5076,Leets Vale,2127,02/09/2024,5,house
5077,Castle Cove,1653,28/08/2023,3,house
5078,Sadleir,1701,24/06/2024,4,house
5079,Wollstonecraft,872,11/04/2023,4,unit
5080,Blackett,2124,11/03/2023,2,house
5081,Illawong,1430,03/10/2024,5,unit
5082,Constitution Hill,1017,23/01/2024,3,unit
5083,Busby,1469,07/07/2024,3,unit
5084,Castlereagh,1426,27/08/2024,2,unit
5085,Liverpool,1160,12/09/2023,4,unit
5086,Ermington,702,03/09/2024,2,unit
5087,Granville,1336,21/03/2023,2,house
5088,Putney,1128,07/06/2024,3,unit
5089,Old Guildford,1449,22/03/2024,4,unit
5090,Sylvania Waters,1186,19/10/2023,5,house
5091,Holroyd,1117,30/03/2024,5,unit
5092,Neutral Bay,1085,12/07/2024,4,unit
5093,Castle Hill,1663,16/03/2023,3,house
5094,Carramar,1806,20/07/2024,3,house
5095,Macquarie Fields,1224,10/06/2023,5,unit
5096,Acacia Gardens,631,30/09/2023,1,unit
5097,Macquarie Park,1854,19/04/2024,3,house
5098,Narellan Vale,1097,14/10/2024,5,unit
5099,North Strathfield,1467,10/06/2024,2,unit
5100,Berowra Heights,681,13/07/2023,3,unit
5101,Kingsgrove,934,24/04/2024,2,house
5102,St Helens Park,1224,01/04/2024,2,unit
5103,Quakers Hill,1220,07/10/2024,5,unit
5104,Long Point,2223,23/08/2023,3,house
5105,Marayong,2230,17/01/2023,3,house
5106,Mount Kuring-Gai,894,02/10/2024,4,unit
5107,St Andrews,1346,30/06/2024,3,unit
5108,Earlwood,1225,21/03/2024,3,house
5109,Church Point,1433,01/12/2023,2,unit
5110,Liverpool,1540,05/09/2023,1,house
5111,Willoughby East,797,20/03/2023,4,unit
5112,Elanora Heights,1617,26/06/2024,4,house
5113,North Bondi,2146,03/01/2024,2,house
5114,Kurnell,1248,14/08/2024,4,unit
5115,Campbelltown,1942,24/09/2023,2,house
5116,Dharruk,1977,26/09/2023,4,house
5117,Maraylya,732,20/08/2024,4,unit
5118,Kensington,755,05/03/2024,3,unit
5119,Warwick Farm,1347,29/01/2023,1,house
5120,Lower Portland,1384,02/05/2023,2,house
5121,Parramatta,1491,11/12/2023,2,house
5122,Harrington Park,1157,08/07/2024,3,unit
5123,Bangor,798,01/03/2023,4,house
5124,Bass Hill,1119,01/05/2023,5,unit
5125,Alfords Point,996,27/03/2023,4,unit
5126,Clontarf,1065,28/04/2023,4,house
5127,Tamarama,2190,08/06/2024,4,house
5128,Bossley Park,1071,23/05/2023,1,house
5129,Rodd Point,567,18/12/2023,5,unit
5130,Cromer,1093,23/02/2024,1,unit
5131,Wahroonga,889,19/07/2023,3,house
5132,Bonnyrigg,1322,08/04/2023,1,unit
5133,Cambridge Gardens,533,06/02/2023,2,unit
5134,Kemps Creek,1256,29/11/2023,3,unit
5135,Bligh Park,1461,20/08/2023,5,unit
5136,Beaconsfield,1495,16/01/2024,1,unit
5137,Strathfield South,1141,07/02/2024,4,unit
5138,Waverley,504,09/07/2023,4,unit
5139,Woodcroft,1205,10/02/2024,5,unit
5140,Phillip Bay,805,12/09/2023,3,unit
5141,Rockdale,713,07/03/2024,3,unit
5142,Concord West,1476,05/04/2024,1,house
5143,Constitution Hill,2082,11/11/2023,5,house
5144,Oakville,1200,17/06/2024,2,unit
5145,Woronora Heights,1462,09/05/2023,2,unit
5146,Lansvale,540,12/05/2023,2,unit
5147,Point Piper,1231,22/02/2023,4,house
5148,Norwest,1113,18/07/2024,4,house
5149,Padstow,1141,12/05/2023,3,house
5150,Busby,572,24/06/2023,2,unit
5151,Bilgola Plateau,717,30/03/2023,4,unit
5152,Baulkham Hills,1431,27/10/2023,4,unit
5153,Vaucluse,1283,21/06/2024,4,unit
5154,Rosehill,1975,04/02/2024,2,house
5155,Balmain,2127,19/03/2023,5,house
5156,Meadowbank,656,29/01/2023,5,unit
5157,Marrickville,1122,06/11/2023,4,unit
5158,Glenmore Park,814,18/09/2023,3,house
5159,Oakville,927,06/06/2023,3,house
5160,North Rocks,1747,22/03/2024,3,house
5161,Eastern Creek,1102,05/10/2024,2,unit
5162,Catherine Field,1551,15/02/2024,5,house
5163,Woollahra,1621,05/11/2023,1,house
5164,Bardwell Valley,942,19/09/2024,2,house
5165,North Kellyville,841,01/03/2023,2,house
5166,Hobartville,1966,16/05/2024,2,house
5167,Chullora,1765,04/08/2024,4,house
5168,Clontarf,969,10/05/2023,3,house
5169,West Ryde,2193,16/08/2024,2,house
5170,Phillip Bay,1383,12/04/2023,3,unit
5171,Leets Vale,1465,22/05/2024,5,unit
5172,Bonnyrigg Heights,1324,06/10/2023,2,unit
5173,Maroota,1020,17/10/2023,2,house
5174,Loftus,2049,04/01/2024,2,house
5175,Narellan,944,04/09/2024,2,unit
5176,Bondi Beach,941,02/08/2023,4,unit
5177,Narellan Vale,2136,13/05/2024,3,house
5178,Marsden Park,1414,18/09/2023,1,house
5179,Thornleigh,796,30/04/2024,4,unit
5180,Glenfield,508,27/08/2023,1,unit
5181,Woolooware,1630,15/02/2024,4,house
5182,Austral,1315,18/09/2024,4,house
5183,Roseville,600,17/04/2023,4,unit
5184,Eveleigh,942,05/10/2024,3,unit
5185,Pendle Hill,1461,28/04/2024,2,house
5186,Bondi Beach,1041,11/08/2023,2,unit
5187,St Clair,2085,01/03/2023,4,house
5188,Yennora,858,09/09/2024,3,unit
5189,Kellyville,1405,03/07/2023,4,unit
5190,Yagoona,562,19/12/2023,4,unit
5191,Roselands,2022,25/08/2023,1,house
5192,Tempe,521,10/05/2023,5,unit
5193,La Perouse,1120,05/09/2023,4,house
5194,South Wentworthville,1486,12/08/2023,3,unit
5195,Parklea,1767,18/04/2024,2,house
5196,Quakers Hill,546,08/05/2023,4,unit
5197,Kingsford,909,14/08/2024,2,house
5198,Regentville,1389,09/02/2024,3,unit
5199,Roseville Chase,1123,15/12/2023,2,house
5200,Greenacre,620,08/08/2024,4,unit
5201,Neutral Bay,555,11/03/2023,2,unit
5202,Barangaroo,1975,31/12/2022,5,house
5203,Phillip Bay,1780,01/08/2024,2,house
5204,Maroota,1264,19/06/2023,3,unit
5205,Killara,576,02/02/2024,2,unit
5206,Riverstone,1092,17/09/2023,2,house
5207,Oxley Park,948,19/04/2024,3,unit
5208,Elvina Bay,1018,26/09/2024,5,unit
5209,Frenchs Forest,1341,05/05/2023,3,house
5210,West Ryde,1020,24/02/2023,2,unit
5211,Bardwell Valley,912,17/12/2023,2,house
5212,Bondi,823,27/01/2024,4,unit
5213,Illawong,1063,01/10/2024,2,house
5214,Roseville Chase,1383,24/03/2024,1,unit
5215,Berkshire Park,1318,15/07/2023,4,unit
5216,Orchard Hills,1350,10/05/2023,4,unit
5217,Meadowbank,882,12/05/2024,3,unit
5218,Narraweena,1825,17/07/2024,2,house
5219,Canley Vale,590,06/02/2023,1,unit
5220,Narrabeen,1192,24/02/2023,3,unit
5221,Clovelly,1239,12/10/2023,4,house
5222,Kings Langley,1153,30/04/2023,3,unit
5223,Watsons Bay,1095,26/01/2023,2,unit
5224,Eastlakes,1608,18/11/2023,2,house
5225,Dean Park,603,14/02/2023,2,unit
5226,Lakemba,900,22/01/2023,3,unit
5227,Hornsby Heights,1109,02/08/2023,3,unit
5228,Englorie Park,570,13/07/2023,3,unit
5229,Glenfield,1861,18/10/2024,4,house
5230,Blacktown,1347,13/09/2024,5,house
5231,Lansvale,1708,01/09/2024,5,house
5232,Cecil Park,577,03/02/2024,4,unit
5233,Kellyville,1611,22/07/2023,2,house
5234,Lansdowne,1384,15/02/2024,2,unit
5235,Queenscliff,2232,29/07/2023,2,house
5236,Pitt Town,2242,04/07/2024,3,house
5237,Macquarie Links,1282,24/08/2023,2,unit
5238,Blair Athol,852,30/06/2023,4,unit
5239,Ashfield,1482,01/05/2024,4,house
5240,Heckenberg,2088,24/06/2023,1,house
5241,Botany,1384,27/02/2024,2,house
5242,Allambie Heights,1884,21/04/2023,4,house
5243,West Hoxton,1175,26/04/2024,2,unit
5244,Watsons Bay,1597,08/08/2024,3,house
5245,Mulgrave,811,04/06/2024,1,unit
5246,Arcadia,1278,15/05/2024,2,house
5247,Ashbury,811,27/05/2023,4,unit
5248,Bonnyrigg Heights,2032,26/06/2023,2,house
5249,Kurnell,1552,02/05/2024,2,house
5250,Colyton,1381,14/03/2024,2,house
5251,Seaforth,524,30/05/2024,3,unit
5252,Hurstville,836,29/08/2024,4,unit
5253,Ashcroft,587,03/07/2024,2,unit
5254,Lansvale,1415,18/12/2023,3,unit
5255,Parramatta,1369,24/05/2024,3,unit
5256,Centennial Park,1534,16/08/2023,3,house
5257,Sackville North,2176,10/09/2024,2,house
5258,Sandringham,1369,21/05/2024,1,house
5259,Chiswick,1560,03/08/2023,3,house
5260,Bondi Beach,997,26/06/2023,2,house
5261,Darling Point,822,18/08/2023,5,unit
5262,Petersham,1578,16/01/2023,3,house
5263,The Ponds,1348,26/04/2023,4,house
5264,Darling Point,2058,01/04/2024,4,house
5265,Constitution Hill,1612,01/09/2024,1,house
5266,Macquarie Links,1290,07/07/2023,1,house
5267,Cranebrook,1885,17/09/2023,2,house
5268,Bexley,2101,18/05/2024,2,house
5269,Newport,2154,25/12/2023,3,house
5270,Cabarita,710,15/03/2023,2,unit
5271,Werrington County,2013,24/07/2023,2,house
5272,Sydenham,2238,22/11/2023,2,house
5273,Woronora Heights,841,01/04/2023,4,house
5274,Georges Hall,942,28/03/2023,4,house
5275,Birchgrove,1208,10/10/2023,2,unit
5276,Harris Park,1656,27/11/2023,1,house
5277,Kangaroo Point,1255,28/01/2024,3,unit
5278,Glebe,1924,25/09/2023,3,house
5279,Emerton,707,17/09/2023,3,unit
5280,Queenscliff,533,16/07/2024,5,unit
5281,Queenscliff,853,03/07/2023,2,house
5282,Punchbowl,1048,01/08/2024,4,house
5283,Sackville North,1464,12/03/2024,3,house
5284,North Kellyville,1738,27/10/2023,1,house
5285,North Wahroonga,1087,28/12/2023,3,house
5286,Kellyville,689,29/06/2024,2,unit
5287,Sylvania Waters,861,11/05/2023,3,unit
5288,Waterloo,1777,09/03/2023,2,house
5289,Beecroft,1094,20/01/2024,3,unit
5290,St Peters,560,16/02/2023,3,unit
5291,Newport,853,06/03/2023,1,unit
5292,Whalan,768,29/10/2023,3,house
5293,Botany,1599,15/12/2023,4,house
5294,Cremorne,681,03/12/2023,2,unit
5295,Riverview,1494,02/09/2023,3,unit
5296,Cabramatta West,883,22/03/2024,5,house
5297,Windsor,1096,17/07/2023,2,house
5298,Harris Park,1473,06/04/2024,4,unit
5299,Carss Park,1395,20/02/2023,4,unit
5300,Dean Park,1777,25/02/2024,3,house
5301,Kingsgrove,928,21/01/2024,2,house
5302,Dover Heights,952,03/03/2024,4,unit
5303,Holsworthy,663,24/08/2024,2,unit
5304,Lower Portland,2014,02/02/2024,3,house
5305,Whalan,2142,09/12/2023,1,house
5306,Leppington,1449,27/09/2023,1,house
5307,Heckenberg,1072,19/12/2023,2,house
5308,Abbotsbury,1290,14/02/2024,3,unit
5309,Ruse,820,25/08/2023,2,house
5310,Spring Farm,1450,24/10/2024,4,unit
5311,Wolli Creek,1824,12/04/2023,5,house
5312,Greenfield Park,2145,12/09/2024,3,house
5313,Beacon Hill,1527,25/06/2024,3,house
5314,Canley Heights,825,27/04/2024,4,house
5315,Annandale,598,17/07/2024,2,unit
5316,Oakhurst,553,09/03/2023,2,unit
5317,Oatlands,1896,17/08/2023,1,house
5318,The Ponds,2202,23/04/2024,4,house
5319,Ruse,1195,10/01/2023,4,unit
5320,Marsfield,1963,21/09/2023,4,house
5321,Old Toongabbie,1948,21/02/2024,5,house
5322,Melrose Park,757,21/05/2023,3,house
5323,Kirrawee,889,24/02/2023,2,unit
5324,Pagewood,662,04/10/2024,4,unit
5325,Dolls Point,2016,12/05/2023,3,house
5326,Eveleigh,1452,05/10/2023,5,house
5327,Woronora Heights,1663,20/01/2023,3,house
5328,Penrith,975,19/09/2024,1,house
5329,Watsons Bay,828,31/08/2024,5,house
5330,Centennial Park,967,02/02/2023,2,house
5331,Old Guildford,1693,27/02/2023,4,house
5332,Leichhardt,1786,04/01/2024,5,house
5333,Killara,1974,06/08/2024,4,house
5334,Yennora,1212,23/06/2023,2,house
5335,Beverley Park,1070,04/06/2024,4,unit
5336,Chipping Norton,1085,10/12/2023,3,unit
5337,Mount Vernon,1780,29/04/2023,4,house
5338,Kemps Creek,1255,23/07/2023,3,unit
5339,Glenhaven,969,19/03/2023,1,unit
5340,Turrella,2122,26/12/2023,3,house
5341,Forest Glen,842,20/05/2024,3,unit
5342,Como,813,07/02/2023,3,unit
5343,Castle Cove,749,12/09/2023,1,unit
5344,Willoughby East,1404,01/11/2023,2,unit
5345,Sandringham,1146,29/06/2023,2,house
5346,St Marys,769,07/01/2023,5,unit
5347,Liverpool,1061,03/09/2023,4,unit
5348,Acacia Gardens,849,31/08/2024,3,house
5349,Homebush West,999,05/05/2024,5,house
5350,Sefton,1174,26/10/2023,2,unit
5351,West Hoxton,1926,17/08/2023,4,house
5352,Wallacia,1543,02/03/2024,4,house
5353,Mulgoa,1833,21/02/2024,2,house
5354,Edensor Park,1182,21/06/2024,3,house
5355,Wolli Creek,1420,16/09/2023,2,house
5356,Daceyville,957,05/05/2024,1,house
5357,Hinchinbrook,984,16/01/2024,3,house
5358,Marrickville,757,30/04/2023,2,unit
5359,Middle Dural,1693,15/04/2023,5,house
5360,Naremburn,900,07/11/2023,1,house
5361,Middleton Grange,1882,30/03/2024,1,house
5362,Lindfield,1403,11/03/2024,5,unit
5363,Revesby,1669,06/03/2023,2,house
5364,Coogee,1419,29/07/2023,4,house
5365,Killara,2169,09/08/2023,1,house
5366,Heckenberg,1350,10/12/2023,2,unit
5367,Coasters Retreat,1803,08/07/2024,5,house
5368,Prairiewood,835,14/05/2023,2,house
5369,Double Bay,2016,15/03/2023,4,house
5370,Carlton,749,26/08/2024,3,unit
5371,Manly Vale,1702,23/05/2023,5,house
5372,McMahons Point,2227,26/02/2023,4,house
5373,Guildford,2236,09/07/2024,5,house
5374,Narwee,1141,21/06/2023,2,house
5375,North Ryde,1407,22/04/2024,2,unit
5376,St Clair,1479,22/08/2023,1,house
5377,Glenmore Park,1019,04/02/2024,3,unit
5378,Bondi Beach,1302,14/03/2024,2,unit
5379,Narellan,527,22/04/2024,5,unit
5380,Canterbury,1060,08/01/2024,1,unit
5381,North Turramurra,1993,14/03/2023,4,house
5382,Cecil Park,1067,03/03/2023,1,unit
5383,Guildford West,1247,20/11/2023,2,unit
5384,Lugarno,2209,06/09/2023,2,house
5385,Chifley,1443,23/10/2024,2,unit
5386,Beaumont Hills,1465,22/04/2024,4,unit
5387,Davidson,1031,02/01/2024,3,unit
5388,Sefton,1021,11/06/2023,1,unit
5389,Woronora,831,05/02/2024,4,unit
5390,North Parramatta,1304,20/07/2024,2,unit
5391,Leets Vale,1815,18/07/2023,2,house
5392,Denistone West,799,30/03/2023,4,unit
5393,North Ryde,1011,16/08/2023,4,house
5394,Zetland,1111,13/05/2024,3,unit
5395,Marayong,1756,22/12/2023,2,house
5396,Villawood,1896,18/10/2024,2,house
5397,Asquith,1731,20/10/2023,4,house
5398,Kyle Bay,1134,14/06/2023,4,house
5399,Arndell Park,1342,11/09/2024,2,unit
5400,Belmore,1182,13/08/2024,2,unit
5401,Kellyville Ridge,533,07/09/2023,4,unit
5402,Brighton-Le-Sands,1093,30/09/2024,3,unit
5403,Carlton,893,04/05/2024,5,unit
5404,Sydney,1113,04/05/2024,1,house
5405,Middle Dural,743,18/03/2024,5,unit
5406,Birchgrove,686,14/12/2023,4,unit
5407,Bronte,816,24/02/2024,3,house
5408,Clyde,1660,13/01/2023,1,house
5409,Kellyville,1282,25/10/2023,4,unit
5410,Henley,841,31/12/2023,4,house
5411,Cattai,1204,21/10/2024,4,house
5412,Birchgrove,960,24/06/2023,5,house
5413,Ashbury,796,05/12/2023,3,house
5414,Bondi,1377,23/08/2023,5,house
5415,Granville,1088,16/02/2023,5,unit
5416,Edensor Park,1840,19/09/2024,3,house
5417,Abbotsbury,1306,16/07/2024,2,house
5418,Claremont Meadows,1570,16/07/2023,3,house
5419,Maraylya,1582,11/10/2023,2,house
5420,Kurraba Point,1176,01/12/2023,1,house
5421,Luddenham,1324,22/03/2023,3,unit
5422,Lower Portland,892,16/02/2024,4,house
5423,Botany,1065,10/06/2023,5,house
5424,Pendle Hill,828,04/02/2024,3,house
5425,Cowan,1097,05/10/2024,2,unit
5426,Narellan,890,16/11/2023,3,unit
5427,North Rocks,988,16/07/2024,4,unit
5428,Cambridge Park,1293,07/10/2023,5,unit
5429,Elizabeth Bay,1248,12/04/2024,2,unit
5430,Marayong,1007,11/05/2024,1,unit
5431,Liverpool,703,19/05/2024,1,unit
5432,St Peters,1090,24/07/2023,4,unit
5433,Whalan,1081,12/05/2024,4,unit
5434,North Epping,856,03/01/2024,4,house
5435,Elizabeth Bay,1771,12/02/2023,1,house
5436,Frenchs Forest,2074,30/08/2024,4,house
5437,Menai,503,13/03/2024,4,unit
5438,Woronora,1238,14/06/2023,3,unit
5439,Canterbury,954,06/04/2023,2,house
5440,Mona Vale,1351,29/06/2024,2,house
5441,Berowra Heights,1113,22/02/2024,3,unit
5442,Berkshire Park,808,05/01/2024,3,house
5443,Cecil Hills,547,02/10/2023,4,unit
5444,Leets Vale,1033,26/01/2023,3,house
5445,Concord,1567,22/02/2024,4,house
5446,Croydon,1493,17/01/2024,5,unit
5447,Hinchinbrook,1560,25/07/2024,2,house
5448,Rhodes,1893,27/01/2024,4,house
5449,Denistone,2161,02/07/2024,2,house
5450,Leichhardt,1381,02/04/2023,3,house
5451,Arndell Park,681,09/08/2023,2,unit
5452,Westleigh,1810,25/10/2024,3,house
5453,Abbotsbury,1887,21/09/2024,5,house
5454,Bilgola Beach,831,08/05/2024,2,house
5455,Lidcombe,603,11/03/2024,2,unit
5456,Leppington,1630,26/08/2024,2,house
5457,West Hoxton,1113,14/02/2023,2,house
5458,Beecroft,628,17/06/2023,2,unit
5459,Camperdown,688,09/05/2023,2,unit
5460,Mona Vale,1147,03/10/2023,3,unit
5461,North Rocks,2049,21/02/2023,5,house
5462,Nelson,828,27/04/2023,1,unit
5463,Balmain,775,28/07/2023,5,unit
5464,Breakfast Point,599,24/06/2023,2,unit
5465,Enmore,1174,01/07/2023,4,unit
5466,Mortdale,1281,11/05/2023,2,unit
5467,Duffys Forest,1259,05/12/2023,5,unit
5468,Hebersham,1981,28/08/2023,3,house
5469,Whalan,832,06/09/2023,3,unit
5470,Cabramatta West,634,04/07/2023,2,unit
5471,Moore Park,1171,12/08/2023,3,unit
5472,Canoelands,869,06/08/2023,2,unit
5473,Vineyard,529,22/09/2024,3,unit
5474,Alexandria,1210,18/01/2023,4,house
5475,Dawes Point,1389,17/10/2023,5,unit
5476,Smithfield,1890,22/10/2024,5,house
5477,Yowie Bay,1218,25/03/2023,3,house
5478,Berala,1447,08/07/2023,3,unit
5479,Lethbridge Park,870,30/06/2024,1,house
5480,Rosebery,1708,28/07/2024,3,house
5481,Pyrmont,1351,03/06/2024,3,house
5482,Millers Point,1165,16/06/2024,2,unit
5483,Mount Colah,704,04/08/2024,4,unit
5484,North Strathfield,1129,05/10/2023,2,unit
5485,Caringbah South,735,07/12/2023,3,unit
5486,Russell Lea,2236,26/01/2023,4,house
5487,North Turramurra,1084,29/01/2023,4,house
5488,South Maroota,552,31/07/2023,2,unit
5489,Claremont Meadows,995,13/12/2023,1,unit
5490,Kemps Creek,542,14/03/2023,3,unit
5491,Ashcroft,1728,13/08/2024,2,house
5492,Chifley,1807,21/08/2023,5,house
5493,Dolans Bay,1499,04/03/2023,3,unit
5494,Mosman,994,25/03/2024,2,house
5495,Tamarama,1735,06/07/2024,5,house
5496,Guildford West,1114,02/06/2023,1,unit
5497,Loftus,2101,01/05/2024,5,house
5498,Lower Portland,1287,23/10/2024,4,house
5499,Dolls Point,1444,10/09/2024,3,house
5500,Rouse Hill,1441,14/04/2023,4,unit
5501,Balgowlah Heights,1500,03/03/2024,2,house
